x1,x2,x3,x4,x5,y,denoised_y
0.2913454491034734,0.04875577868042247,0.989775280963211,0.23271883862354859,0.030576344318189563,-6.6909419659835,7.723774667488938
0.9448386889261534,0.004140032820148742,0.5643334403073941,0.9199687146360666,0.4468677039973885,4.044706121423968,11.639686927342453
0.42780708046914795,0.8577743879057799,0.06122589900735187,0.8048348627751785,0.7025741547330555,6.66556760415833,24.55089749755838
0.9991324233938857,0.7649959267062802,0.548209457635976,0.5298676206471268,0.8283382164294133,-16.073402234759058,16.232476977502344
0.037374059894356826,0.6236212391950836,0.45535581514677126,0.8708166851085963,0.0017883157213403056,4.360917516642396,9.488535468255161
0.3786971227593615,0.041502279061005676,0.021807725004659773,0.42932297731028146,0.36853618677968536,36.37183397897704,11.202824776635575
0.4871919715078352,0.8335382206934262,0.08621719217198243,0.06966038102826444,0.8054822236498299,-7.041249409162116,17.716310770686526
0.39795085873137637,0.9718678688562306,0.14912513347518153,0.5264301124211237,0.1268086902072214,34.71824574431295,17.73440200677671
0.32898380864263244,0.5343586685787887,0.48068814744553523,0.02480152007783487,0.9916025211920527,18.916648066766204,10.459760700744742
0.6925157159043569,0.7813168168521692,0.7217239062180769,0.47481604200308425,0.5183540986994888,32.26430226144643,18.240021735406792
0.871246283968008,0.2187095136269177,0.010029828728918444,0.23547392474967477,0.8624512248641069,-7.210437703050314,17.10352318711333
0.4147825872413413,0.8183190359870348,0.5419685094170987,0.015341536809496792,0.24576440077970652,7.2380351810987245,10.171806730295454
0.5653944910026402,0.21756352754532338,0.28296195461103224,0.6976948239705298,0.25486832930627823,66.37020276363702,12.962378546654328
0.4554472832553592,0.3814009685651363,0.9988755617188031,0.7300374938576057,0.39932353447546354,53.91702973242573,19.464864639784935
0.04162641106044718,0.24968438486557865,0.13143708133792942,0.7958927361642232,0.6769700186099622,1.608157788717003,14.387012265672544
0.2658987898633598,0.5642851053863478,0.10683585797667161,0.20454723689958842,0.31116688665709435,-9.335329870271377,11.233968606166435
0.6785951458007522,0.6022220786109814,0.6850343886670384,0.0445756066591706,0.6801730269319594,26.690518221045032,14.122526990449948
0.5783248327745448,0.15502081190257788,0.16157561101768725,0.38954456449206454,0.5189340775786402,13.237945920902968,11.560159747797362
0.23582828537895806,0.6931707936118515,0.16748026229913648,0.4035060544491659,0.701775807494533,17.87761214010743,14.668085040955694
0.658172249024896,0.3501250752532863,0.4367533731464528,0.19395211642256194,0.820899991322499,30.076693070880715,12.747566348627393
0.15439103034338164,0.3818845876631509,0.587241562544839,0.2575070330144368,0.07781035303752137,5.486038866678333,4.958039516753594
